ocean_<1H OCEAN,ocean_INLAND,ocean_ISLAND,ocean_NEAR BAY,ocean_NEAR OCEAN,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
0,0,0,0,1,-117.09,32.7,15,869,217.0,887,216,1.4583,84200
0,0,0,0,1,-117.09,32.7,22,2409,582.0,1887,578,1.4089,94200
0,0,0,0,1,-117.09,32.69,18,1645,430.0,1221,410,1.3269,108000
0,0,0,0,1,-117.09,32.69,20,1102,205.0,852,217,3.1833,108300
0,0,0,0,1,-117.1,32.69,11,3071,911.0,2812,774,1.2413,83100
0,0,0,0,1,-117.1,32.7,28,633,137.0,525,170,3.6042,95600
0,0,0,0,1,-117.1,32.7,42,2002,488.0,1505,464,1.5057,86300
0,0,0,0,1,-117.1,32.71,9,1931,472.0,1628,445,2.085,92600
0,0,0,0,1,-117.09,32.73,26,3114,686.0,1948,660,2.8942,124100
0,0,0,0,1,-117.1,32.72,5,1615,387.0,1094,394,2.2024,137200
0,0,0,0,1,-117.09,32.72,39,1273,246.0,770,242,2.0938,102500
0,0,0,0,1,-117.09,32.72,33,1096,240.0,716,224,1.6944,111800
0,0,0,0,1,-117.09,32.73,28,3109,594.0,1559,589,3.5789,120300
0,0,0,0,1,-117.09,32.71,29,2238,523.0,2061,504,2.5559,96800
0,0,0,0,1,-117.1,32.71,29,3422,713.0,2775,644,1.7075,86900
0,0,0,0,1,-117.1,32.71,25,939,247.0,1003,240,1.75,87900
0,0,0,0,1,-117.11,32.72,25,1491,348.0,1183,316,1.9583,88600
0,0,0,0,1,-117.11,32.71,30,1729,457.0,1673,460,1.7,85900
0,0,0,0,1,-117.11,32.7,34,2028,522.0,1797,464,1.7402,79400
0,0,0,0,1,-117.11,32.7,37,2045,502.0,1920,472,1.8125,83300
0,0,0,0,1,-117.11,32.7,33,1980,488.0,1626,428,1.4856,86400
0,0,0,0,1,-117.12,32.7,14,819,237.0,827,237,1.3194,90500
0,0,0,0,1,-117.12,32.7,36,1011,253.0,763,226,1.8187,84100
0,0,0,0,1,-117.11,32.71,29,1040,291.0,1054,297,1.1818,83200
0,0,0,0,1,-117.1,32.69,37,1269,340.0,1369,302,2.2102,87200
0,0,0,0,1,-117.1,32.69,35,1292,272.0,1183,272,2.0547,98000
0,0,0,0,1,-117.11,32.69,36,1421,367.0,1418,355,1.9425,93400
0,0,0,0,1,-117.11,32.69,34,1144,295.0,1271,302,2.09,91800
0,0,0,0,1,-117.11,32.69,37,2395,627.0,2489,599,1.5933,86300
0,0,0,0,1,-117.11,32.69,39,395,159.0,620,162,2.725,86500
0,0,0,0,1,-117.12,32.69,46,200,77.0,180,65,1.0658,93800
0,0,0,0,1,-117.12,32.69,37,1082,294.0,1146,265,2.0673,88500
0,0,0,0,1,-117.12,32.7,38,818,217.0,953,231,1.0531,65700
0,0,0,0,1,-117.12,32.7,37,1361,348.0,1398,328,1.1681,78100
0,0,0,0,1,-117.13,32.69,36,1469,400.0,1271,340,1.043,90100
0,0,0,0,1,-117.13,32.7,48,786,230.0,917,231,1.875,75600
0,0,0,0,1,-117.13,32.7,42,1210,292.0,945,258,0.8991,78900
0,0,0,0,1,-117.13,32.7,38,1445,392.0,1286,357,1.4632,80200
0,0,0,0,1,-117.13,32.7,35,1179,344.0,1372,330,1.9509,70200
0,0,0,0,1,-117.12,32.71,33,1256,331.0,1315,321,1.9286,78500
0,0,0,0,1,-117.13,32.71,38,993,246.0,760,205,1.1563,82700
0,0,0,0,1,-117.13,32.71,42,1145,314.0,1114,307,1.2614,87500
0,0,0,0,1,-117.13,32.71,44,1697,413.0,1396,363,1.5474,83300
0,0,0,0,1,-117.13,32.72,32,2197,623.0,1784,599,1.901,120300
0,0,0,0,1,-117.12,32.71,24,421,101.0,396,113,0.6433,111300
0,0,0,0,1,-117.13,32.72,9,2436,720.0,1780,653,1.8299,137500
0,0,0,0,1,-117.13,32.72,19,1341,435.0,1048,360,1.975,117900
0,0,0,0,1,-117.12,32.72,36,6096,1285.0,3093,1229,3.37,159100
0,0,0,0,1,-117.12,32.73,50,2307,424.0,887,356,3.5156,168800
0,0,0,0,1,-117.12,32.73,52,3976,718.0,1750,769,3.4151,175400
0,0,0,0,1,-117.13,32.74,46,3355,768.0,1457,708,2.6604,170100
0,0,0,0,1,-117.13,32.73,52,1148,214.0,481,215,5.454,240900
0,0,0,0,1,-117.13,32.73,52,2676,557.0,1181,537,3.6058,213100
0,0,0,0,1,-117.13,32.74,50,1527,338.0,728,322,2.625,203200
0,0,0,0,1,-117.13,32.73,43,2706,667.0,1531,614,2.1513,145000
0,0,0,0,1,-117.13,32.72,43,2160,504.0,1221,452,2.4821,140600
0,0,0,0,1,-117.13,32.72,52,1560,307.0,757,315,2.7083,199100
0,0,0,0,1,-117.13,32.73,52,1911,415.0,777,412,2.2429,221100
0,0,0,0,1,-117.14,32.72,42,1558,458.0,1227,407,2.2804,139100
0,0,0,0,1,-117.13,32.72,17,1285,423.0,1208,409,1.758,126600
0,0,0,0,1,-117.14,32.71,34,1694,455.0,1467,425,2.1164,139400
0,0,0,0,1,-117.14,32.71,32,719,251.0,894,208,1.8456,103100
0,0,0,0,1,-117.14,32.72,43,1073,344.0,660,279,2.0529,168800
0,0,0,0,1,-117.14,32.72,45,1140,310.0,840,339,1.6156,156300
0,0,0,0,1,-117.14,32.72,34,2533,862.0,2011,778,2.1199,160400
0,0,0,0,1,-117.14,32.71,52,1225,332.0,955,321,1.6011,106300
0,0,0,0,1,-117.14,32.71,52,979,314.0,975,297,1.2375,100000
0,0,0,0,1,-117.14,32.71,52,800,313.0,1337,282,1.5594,87500
0,0,0,0,1,-117.13,32.71,37,1220,325.0,1472,323,1.825,81500
0,0,0,0,1,-117.13,32.71,35,614,180.0,691,164,1.6953,81300
0,0,0,0,1,-117.14,32.71,43,966,255.0,857,208,1.2841,72000
0,0,0,0,1,-117.14,32.71,39,1647,478.0,2176,479,1.7642,82900
0,0,0,0,1,-117.14,32.7,32,1280,353.0,1335,330,1.6023,77300
0,0,0,0,1,-117.13,32.7,35,365,98.0,463,112,2.5588,78800
0,0,0,0,1,-117.14,32.7,43,1126,289.0,1132,294,2.1875,87000
0,0,0,0,1,-117.14,32.7,40,1227,330.0,1199,316,1.2188,92500
0,0,0,0,1,-117.14,32.7,36,633,148.0,557,139,1.5729,82700
0,0,0,0,1,-117.14,32.7,48,510,180.0,545,132,1.8008,86500
0,0,0,0,1,-117.14,32.7,44,658,218.0,869,212,1.9338,89400
0,0,0,0,1,-117.14,32.7,47,552,161.0,593,174,0.9589,90000
0,0,0,0,1,-117.15,32.7,50,475,172.0,483,120,1.3657,162500
0,0,0,0,1,-117.15,32.71,52,402,183.0,557,172,1.3125,87500
0,0,0,0,1,-117.15,32.7,52,458,148.0,1283,166,1.2863,86300
0,0,0,0,1,-117.15,32.71,52,217,82.0,531,93,1.6607,137500
0,0,0,0,1,-117.15,32.72,52,344,177.0,460,147,1.2292,137500
0,0,0,0,1,-117.16,32.72,52,788,463.0,805,391,0.9142,162500
0,0,0,0,1,-117.16,32.71,52,845,451.0,1230,375,1.0918,22500
0,0,0,0,1,-117.16,32.71,5,2508,827.0,2066,761,1.3092,325000
0,0,0,0,1,-117.17,32.71,7,2493,693.0,951,641,4.2375,205000
0,0,0,0,1,-117.17,32.71,39,311,181.0,206,113,0.7685,187500
0,0,0,0,1,-117.14,32.73,26,450,132.0,317,109,4.0,137500
0,0,0,0,1,-117.16,32.72,24,1232,663.0,1184,626,1.0391,162500
0,0,0,0,1,-117.16,32.73,52,1218,471.0,821,429,1.9597,200000
0,0,0,0,1,-117.16,32.72,27,1245,471.0,653,451,1.2668,225000
0,0,0,0,1,-117.17,32.73,52,408,143.0,313,143,1.815,116700
0,0,0,0,1,-117.17,32.72,44,626,256.0,572,229,1.5909,262500
0,0,0,0,1,-117.16,32.73,52,1682,617.0,873,534,2.0972,112500
0,0,0,0,1,-117.16,32.73,52,1863,559.0,906,493,1.9203,195800
0,0,0,0,1,-117.17,32.73,52,1578,487.0,879,446,2.4069,215000
0,0,0,0,1,-117.16,32.74,49,1815,495.0,601,410,3.0571,418800
0,0,0,0,1,-117.16,32.74,43,1437,406.0,692,379,3.1979,466700
0,0,0,0,1,-117.17,32.74,39,3803,806.0,1567,775,3.7039,361500
0,0,0,0,1,-117.17,32.74,38,5054,1168.0,2366,1103,2.9422,289400
0,0,0,0,1,-117.17,32.73,52,55,18.0,65,22,1.6591,112500
0,0,0,0,1,-117.2,32.76,40,581,157.0,298,156,2.4,255000
0,0,0,0,1,-117.19,32.75,33,1115,316.0,583,269,2.5882,258300
0,0,0,0,1,-117.18,32.74,20,1165,269.0,459,244,3.175,191700
0,0,0,0,1,-117.19,32.75,52,25,5.0,13,5,0.536,162500
0,0,0,0,1,-117.21,32.75,15,1716,702.0,914,672,1.0612,300000
0,0,0,0,1,-117.21,32.74,45,3025,583.0,1980,550,2.2982,87500
0,0,0,0,1,-117.21,32.75,27,2072,534.0,1118,510,2.8043,262100
0,0,0,0,1,-117.22,32.75,24,3914,985.0,2147,874,2.9735,225000
0,0,0,0,1,-117.22,32.75,26,696,185.0,384,184,2.6121,125000
0,0,0,0,1,-117.23,32.75,23,2415,653.0,1275,596,3.1389,101800
0,0,0,0,1,-117.22,32.75,26,617,112.0,251,110,3.8036,162000
0,0,0,0,1,-117.23,32.75,11,4304,1245.0,1960,1105,3.3456,159800
0,0,0,0,1,-117.21,32.74,52,1245,174.0,468,193,6.9322,334500
0,0,0,0,1,-117.22,32.74,52,1283,173.0,436,190,7.4029,345700
0,0,0,0,1,-117.22,32.74,52,1260,202.0,555,209,7.2758,345200
0,0,0,0,1,-117.22,32.74,41,2621,542.0,1074,471,2.4016,287500
0,0,0,0,1,-117.22,32.75,34,6001,1111.0,2654,1072,4.5878,291000
0,0,0,0,1,-117.22,32.73,38,3966,768.0,1640,729,3.8409,291400
0,0,0,0,1,-117.23,32.73,35,2914,683.0,1562,638,2.5259,240200
0,0,0,0,1,-117.23,32.73,44,1168,263.0,509,256,2.7273,269700
0,0,0,0,1,-117.23,32.72,43,952,209.0,392,210,2.1635,244200
0,0,0,0,1,-117.23,32.74,44,1404,229.0,513,217,4.1806,263800
0,0,0,0,1,-117.24,32.74,43,2216,375.0,918,388,5.5289,297700
0,0,0,0,1,-117.24,32.73,37,2260,354.0,809,351,5.9113,388300
0,0,0,0,1,-117.23,32.73,36,2052,287.0,699,265,7.5557,441400
0,0,0,0,1,-117.23,32.72,38,2827,581.0,972,558,3.2361,500001
0,0,0,0,1,-117.24,32.71,32,4164,701.0,1277,607,6.6661,500001
0,0,0,0,1,-117.24,32.72,39,3089,431.0,1175,432,7.5925,466700
0,0,0,0,1,-117.24,32.72,39,3819,594.0,1361,583,6.6013,396400
0,0,0,0,1,-117.25,32.73,38,1840,291.0,633,283,4.9125,383600
0,0,0,0,1,-117.25,32.72,36,2632,450.0,2038,419,6.5319,345800
0,0,0,0,1,-117.25,32.72,33,1677,228.0,629,239,6.597,496400
0,0,0,0,1,-117.25,32.73,37,2224,331.0,821,341,6.3331,400000
0,0,0,0,1,-117.28,32.73,44,1934,325.0,783,316,4.8684,358600
0,0,0,0,1,-117.28,32.74,33,4168,1112.0,1785,984,2.7515,247700
0,0,0,0,1,-117.25,32.74,36,3548,956.0,1648,866,2.6962,288200
0,0,0,0,1,-117.25,32.74,36,1830,430.0,755,419,2.9904,286800
0,0,0,0,1,-117.25,32.74,40,2186,549.0,953,515,2.8007,257100
0,0,0,0,1,-117.24,32.74,44,1686,285.0,712,298,4.0268,298600
0,0,0,0,1,-117.24,32.74,44,1488,259.0,667,281,4.0862,321800
0,0,0,0,1,-117.25,32.73,39,1688,256.0,635,272,4.5938,367400
0,0,0,0,1,-117.23,32.75,21,2050,608.0,1131,550,2.4779,165000
0,0,0,0,1,-117.23,32.74,16,735,139.0,299,134,4.6354,179200
0,0,0,0,1,-117.23,32.74,16,1953,404.0,798,385,4.8167,169800
0,0,0,0,1,-117.23,32.74,35,2615,525.0,1312,547,4.1339,238200
0,0,0,0,1,-117.24,32.74,45,1718,293.0,757,329,4.05,284900
0,0,0,0,1,-117.24,32.75,36,2831,669.0,1279,660,2.9896,252700
0,0,0,0,1,-117.24,32.75,36,1856,475.0,822,416,2.3042,220600
0,0,0,0,1,-117.24,32.75,41,1989,514.0,1015,489,2.79,226000
0,0,0,0,1,-117.25,32.74,36,1240,310.0,577,319,2.6625,248200
0,0,0,0,1,-117.25,32.75,32,3551,1037.0,1731,935,2.2017,208300
0,0,0,0,1,-117.25,32.75,36,1929,526.0,974,491,1.7622,205800
0,0,0,0,1,-117.24,32.75,33,1980,614.0,1057,567,2.2042,231300
0,0,0,0,1,-117.25,32.75,37,1189,377.0,645,377,2.4672,216700
0,0,0,0,1,-117.28,32.75,34,981,313.0,508,304,2.2328,266700
0,0,0,0,1,-117.25,32.79,37,1467,442.0,651,354,2.375,340400
0,0,0,0,1,-117.25,32.79,43,906,240.0,458,205,1.8365,328600
0,0,0,0,1,-117.25,32.78,36,1527,427.0,710,312,2.7857,291700
0,0,0,0,1,-117.25,32.78,21,1479,484.0,658,384,2.45,350000
0,0,0,0,1,-117.28,32.77,38,1267,340.0,442,250,4.3403,500000
0,0,0,0,1,-117.25,32.77,32,2021,524.0,973,485,3.18,362500
0,0,0,0,1,-117.25,32.77,35,2494,690.0,1126,624,4.0313,385300
0,0,0,0,1,-117.25,32.76,38,2331,493.0,836,433,4.9125,452600
0,0,0,0,1,-117.22,32.78,22,2020,466.0,1010,429,3.4527,175000
0,0,0,0,1,-117.23,32.79,23,2578,665.0,989,622,3.5484,238000
0,0,0,0,1,-117.23,32.79,28,2453,648.0,1082,617,3.625,266700
0,0,0,0,1,-117.23,32.78,35,1649,355.0,746,360,4.6293,356500
0,0,0,0,1,-117.24,32.78,44,2172,431.0,892,420,4.1742,342200
0,0,0,0,1,-117.24,32.79,17,1149,266.0,403,228,4.1652,241700
0,0,0,0,1,-117.24,32.79,18,2539,616.0,964,526,3.4306,275000
0,0,0,0,1,-117.24,32.79,20,961,278.0,525,254,3.1838,245800
0,0,0,0,1,-117.24,32.79,25,2135,691.0,566,320,2.6902,212500
0,0,0,0,1,-117.24,32.79,18,1741,602.0,508,283,3.2625,193800
0,0,0,0,1,-117.21,32.8,19,786,282.0,525,229,1.7273,137500
0,0,0,0,1,-117.22,32.8,23,1906,525.0,1029,491,2.93,183300
0,0,0,0,1,-117.23,32.8,22,2981,873.0,1751,745,2.3482,190600
0,0,0,0,1,-117.23,32.8,27,1297,355.0,776,337,2.4643,244400
0,0,0,0,1,-117.23,32.81,28,1508,263.0,996,267,3.8026,270000
0,0,0,0,1,-117.22,32.81,21,1703,335.0,902,369,3.7813,362500
0,0,0,0,1,-117.25,32.8,37,1096,260.0,490,267,3.2663,270600
0,0,0,0,1,-117.25,32.8,32,1601,468.0,731,429,2.5568,258300
0,0,0,0,1,-117.25,32.8,30,2061,631.0,1007,577,2.5813,253100
0,0,0,0,1,-117.25,32.8,31,2182,630.0,1069,599,2.9781,212500
0,0,0,0,1,-117.25,32.79,27,848,300.0,455,298,3.0774,275000
0,0,0,0,1,-117.25,32.79,25,1627,375.0,735,378,3.6429,317100
0,0,0,0,1,-117.28,32.8,20,1838,540.0,615,325,3.5486,193800
0,0,0,0,1,-117.23,32.8,21,2429,579.0,1011,538,3.225,229400
0,0,0,0,1,-117.23,32.8,31,1403,388.0,724,371,2.6403,216100
0,0,0,0,1,-117.23,32.8,28,3379,918.0,1849,849,3.0293,241700
0,0,0,0,1,-117.24,32.8,26,3433,873.0,1492,798,2.9258,234800
0,0,0,0,1,-117.24,32.8,28,1072,331.0,692,321,2.1357,187500
0,0,0,0,1,-117.24,32.8,18,2205,661.0,874,580,3.8018,112500
0,0,0,0,1,-117.24,32.8,19,1863,497.0,868,503,2.288,210000
0,0,0,0,1,-117.24,32.8,30,1917,462.0,828,437,2.4671,276300
0,0,0,0,1,-117.24,32.8,29,3376,882.0,1513,843,3.101,238200
0,0,0,0,1,-117.25,32.81,32,2402,551.0,1020,532,3.3942,307400
0,0,0,0,1,-117.25,32.8,35,2281,506.0,1005,496,4.2296,275000
0,0,0,0,1,-117.25,32.8,26,2442,659.0,1134,624,3.3274,295500
0,0,0,0,1,-117.26,32.81,25,2076,586.0,1060,554,2.8421,227800
0,0,0,0,1,-117.26,32.81,30,1328,346.0,577,328,2.3284,290600
0,0,0,0,1,-117.26,32.81,37,1616,421.0,650,395,2.92,326500
0,0,0,0,1,-117.29,32.81,35,1878,308.0,598,257,6.9553,500001
0,0,0,0,1,-117.26,32.8,30,1446,385.0,650,344,3.744,450000
0,0,0,0,1,-117.24,32.81,33,1588,289.0,683,301,5.4103,332400
0,0,0,0,1,-117.24,32.81,34,2420,391.0,917,392,6.5881,394400
0,0,0,0,1,-117.25,32.81,39,1846,350.0,765,329,3.9187,311900
0,0,0,0,1,-117.27,32.84,34,1655,450.0,870,411,3.2109,376000
0,0,0,0,1,-117.28,32.84,41,1420,338.0,640,314,2.9306,360300
0,0,0,0,1,-117.27,32.83,39,1877,426.0,805,409,3.875,410000
0,0,0,0,1,-117.28,32.83,34,2392,653.0,933,619,3.7306,500000
0,0,0,0,1,-117.31,32.83,38,2367,480.0,891,428,4.1477,500001
0,0,0,0,1,-117.27,32.82,35,2908,595.0,1068,529,4.1793,500001
0,0,0,0,1,-117.27,32.82,42,2820,488.0,1175,500,4.5083,405200
0,0,0,0,1,-117.31,32.82,42,2785,389.0,833,333,11.3074,500001
0,0,0,0,1,-117.27,32.85,34,2105,444.0,780,406,2.3187,488900
0,0,0,0,1,-117.28,32.84,21,2455,660.0,1015,597,3.7596,381300
0,0,0,0,1,-117.3,32.85,28,2334,694.0,770,552,3.1324,500001
0,0,0,0,1,-117.23,32.81,24,3271,508.0,1496,482,5.9359,422200
0,0,0,0,1,-117.23,32.81,22,3205,429.0,1083,410,8.1844,406300
0,0,0,0,1,-117.24,32.82,20,2467,332.0,731,335,7.2559,392300
0,0,0,0,1,-117.25,32.84,19,1759,214.0,659,195,10.7751,500001
0,0,0,0,1,-117.26,32.85,30,3652,499.0,978,462,8.2374,500001
0,0,0,0,1,-117.25,32.83,17,2075,262.0,704,241,10.9529,500001
0,0,0,0,1,-117.27,32.84,26,3940,657.0,1180,600,6.1025,500001
0,0,0,0,1,-117.23,32.88,18,5566,1465.0,6303,1458,1.858,205000
0,0,0,0,1,-117.22,32.85,26,1647,261.0,694,259,4.6875,274400
0,0,0,0,1,-117.22,32.84,19,2691,347.0,1154,366,8.051,363600
0,0,0,0,1,-117.23,32.85,25,4229,601.0,1634,574,6.3955,316700
0,0,0,0,1,-117.21,32.86,24,3596,494.0,1573,492,6.5382,326000
0,0,0,0,1,-117.21,32.86,26,1352,202.0,654,217,5.3693,260700
0,0,0,0,1,-117.21,32.85,15,2593,521.0,901,456,4.2065,277800
0,0,0,0,1,-117.21,32.85,26,2012,315.0,872,335,5.4067,277500
0,0,0,0,1,-117.24,32.83,18,3109,501.0,949,368,7.4351,445700
0,0,0,0,1,-117.25,32.82,19,5255,762.0,1773,725,7.8013,474000
0,0,0,0,1,-117.25,32.82,23,6139,826.0,2036,807,9.5245,500001
0,0,0,0,1,-117.26,32.83,24,1663,199.0,578,187,10.7721,500001
0,0,0,0,1,-117.26,32.82,34,5846,785.0,1817,747,8.496,500001
0,0,0,0,1,-117.27,32.83,35,1420,193.0,469,177,8.0639,500001
0,0,0,0,1,-117.29,32.92,25,2355,381.0,823,358,6.8322,500001
0,0,0,0,1,-117.25,32.86,30,1670,219.0,606,202,12.4429,500001
0,0,0,0,1,-117.25,32.86,25,2911,533.0,1137,499,5.1023,500001
0,0,0,0,1,-117.25,32.86,27,2530,469.0,594,326,7.2821,500001
0,0,0,0,1,-117.26,32.85,42,1761,329.0,480,255,5.3787,500001
0,0,0,0,1,-117.24,32.85,18,3117,475.0,904,368,6.7587,388500
0,0,0,0,1,-117.24,32.85,22,3479,448.0,1252,440,10.0707,500001
0,0,0,0,1,-117.19,32.86,18,4231,728.0,2030,720,6.1805,272400
0,0,0,0,1,-117.19,32.86,19,3716,563.0,1788,587,5.2113,267400
0,0,0,0,1,-117.2,32.85,22,3501,631.0,1297,581,4.7891,295300
0,0,0,0,1,-117.2,32.85,26,2298,549.0,980,555,2.4207,213500
0,0,0,0,1,-117.19,32.85,15,2895,498.0,1164,443,5.102,417500
0,0,0,0,1,-117.23,32.87,15,2290,662.0,1034,594,3.0104,204200
0,0,0,0,1,-117.23,32.86,16,1675,354.0,604,332,5.2326,188300
0,0,0,0,1,-117.23,32.86,15,1199,301.0,510,296,3.6083,180100
0,0,0,0,1,-117.23,32.86,15,1703,320.0,587,282,5.0855,209800
0,0,0,0,1,-117.23,32.86,16,1200,468.0,648,443,3.045,100000
0,0,0,0,1,-117.23,32.87,11,3123,740.0,1223,634,5.417,196800
0,0,0,0,1,-117.21,32.86,16,2800,566.0,1267,518,3.2794,148600
0,0,0,0,1,-117.22,32.87,14,3512,807.0,1835,792,3.35,171000
0,0,0,0,1,-117.22,32.86,4,16289,4585.0,7604,4176,3.6287,280800
0,0,0,0,1,-117.22,32.87,5,3511,1008.0,1599,918,3.8542,176600
0,0,0,0,1,-117.21,32.89,14,3114,773.0,1592,776,3.3176,156100
0,0,0,0,1,-117.2,32.86,4,4308,1095.0,1923,932,3.9356,267000
0,0,0,0,1,-117.21,32.87,12,1428,303.0,528,269,4.1429,254400
1,0,0,0,0,-117.16,32.89,5,8576,1952.0,5006,1827,4.3598,189100
1,0,0,0,0,-117.18,32.92,4,15025,2616.0,7560,2392,5.196,210700
0,0,0,0,1,-117.25,32.96,18,4773,743.0,1970,716,6.6199,406200
0,0,0,0,1,-117.26,32.95,15,1036,149.0,395,157,5.8343,500001
0,0,0,0,1,-117.26,32.95,15,1882,233.0,704,219,6.9794,500001
0,0,0,0,1,-117.25,32.94,16,4755,807.0,1829,756,6.7694,425900
0,0,0,0,1,-117.25,32.94,15,1804,339.0,673,296,5.9806,370500
0,0,0,0,1,-117.24,32.95,18,1591,268.0,547,243,5.9547,329300
0,0,0,0,1,-117.24,32.94,12,2165,437.0,792,386,5.2648,294400
1,0,0,0,0,-117.18,32.95,4,19001,2688.0,8980,2441,6.3237,260900
1,0,0,0,0,-117.14,32.96,12,5949,799.0,2936,781,6.3721,241500
0,0,0,0,1,-117.24,32.98,4,6423,1042.0,2607,983,7.6348,337000
0,0,0,0,1,-117.21,32.96,3,6251,988.0,2330,893,8.4355,467600
0,0,0,0,1,-117.22,32.95,4,18123,3173.0,7301,2964,6.357,322500
0,0,0,0,1,-117.22,32.83,34,2936,597.0,1512,571,3.7841,176900
0,0,0,0,1,-117.22,32.83,31,3958,727.0,1924,728,5.4605,190200
0,0,0,0,1,-117.22,32.83,17,1124,187.0,553,205,5.7451,237300
0,0,0,0,1,-117.22,32.83,31,2558,512.0,1164,492,3.4318,200400
0,0,0,0,1,-117.22,32.82,35,756,135.0,423,136,3.5234,183900
0,0,0,0,1,-117.2,32.84,34,3353,544.0,1583,571,4.55,187700
0,0,0,0,1,-117.2,32.84,32,2033,394.0,989,389,3.2583,181400
0,0,0,0,1,-117.21,32.84,34,2158,366.0,1046,335,4.5402,182100
0,0,0,0,1,-117.2,32.83,36,1089,240.0,623,226,2.5909,176000
0,0,0,0,1,-117.21,32.83,36,1475,328.0,806,327,3.5078,166000
0,0,0,0,1,-117.21,32.83,28,3241,533.0,1334,513,4.1806,199600
0,0,0,0,1,-117.21,32.83,35,2259,501.0,1340,511,3.4482,162500
0,0,0,0,1,-117.21,32.81,33,4773,873.0,1954,845,4.3862,184800
0,0,0,0,1,-117.21,32.82,31,2035,383.0,866,360,3.8529,212000
0,0,0,0,1,-117.21,32.81,27,1318,216.0,495,191,5.2837,283800
0,0,0,0,1,-117.22,32.82,22,3738,795.0,1476,728,3.7963,303100
0,0,0,0,1,-117.22,32.81,24,730,196.0,335,203,3.5078,362500
0,0,0,0,1,-117.2,32.83,35,1377,350.0,792,313,2.8472,161400
0,0,0,0,1,-117.2,32.82,35,1217,220.0,643,237,3.9464,171600
0,0,0,0,1,-117.2,32.82,35,2772,537.0,1392,521,3.337,172300
0,0,0,0,1,-117.19,32.82,34,3850,608.0,1619,602,5.0465,208200
0,0,0,0,1,-117.19,32.82,35,1074,180.0,442,173,5.253,204000
0,0,0,0,1,-117.19,32.82,35,2197,353.0,945,357,4.9219,192900
0,0,0,0,1,-117.18,32.84,31,3064,575.0,1476,549,3.6667,175900
0,0,0,0,1,-117.18,32.84,30,2290,523.0,1272,472,3.5606,165100
0,0,0,0,1,-117.18,32.84,32,1351,237.0,823,269,4.2768,167800
0,0,0,0,1,-117.19,32.84,30,2492,406.0,1250,431,5.5277,197100
0,0,0,0,1,-117.19,32.84,35,2263,427.0,1001,408,3.875,172000
0,0,0,0,1,-117.18,32.83,23,2105,525.0,1218,484,3.375,184100
0,0,0,0,1,-117.19,32.83,30,2288,448.0,1240,469,4.0114,169800
0,0,0,0,1,-117.19,32.83,30,3225,555.0,1601,532,4.3317,173300
0,0,0,0,1,-117.17,32.83,24,3541,530.0,1591,530,5.3538,212500
0,0,0,0,1,-117.17,32.82,24,1623,417.0,911,397,2.7401,198100
0,0,0,0,1,-117.17,32.82,21,2869,596.0,1471,577,3.0375,197600
0,0,0,0,1,-117.18,32.83,27,2346,399.0,1105,373,4.2708,182800
0,0,0,0,1,-117.18,32.83,31,1772,353.0,1090,350,3.9265,162000
0,0,0,0,1,-117.16,32.82,28,2291,371.0,1098,382,4.6875,188000
0,0,0,0,1,-117.17,32.81,26,2424,388.0,974,375,4.739,184100
0,0,0,0,1,-117.17,32.81,26,788,127.0,346,125,5.0603,185700
0,0,0,0,1,-117.18,32.81,19,6823,1509.0,3784,1509,3.1032,179500
0,0,0,0,1,-117.17,32.82,24,1569,377.0,715,321,3.1146,187500
0,0,0,0,1,-117.16,32.81,14,4328,1100.0,2046,1044,2.2899,159000
0,0,0,0,1,-117.16,32.81,35,1213,200.0,532,181,3.6806,172400
0,0,0,0,1,-117.16,32.8,37,422,79.0,211,80,3.0625,159700
0,0,0,0,1,-117.16,32.8,22,2259,634.0,1213,601,2.5,177800
0,0,0,0,1,-117.16,32.81,34,2275,375.0,1021,379,3.6371,176300
0,0,0,0,1,-117.17,32.81,33,3064,506.0,1355,488,4.22,178700
0,0,0,0,1,-117.14,32.83,25,2161,462.0,896,468,2.2284,177500
0,0,0,0,1,-117.18,32.82,25,1756,301.0,722,312,4.5625,162300
0,0,0,0,1,-117.18,32.81,28,3436,537.0,1503,498,4.7679,204000
0,0,0,0,1,-117.19,32.81,33,5226,833.0,2221,839,5.1491,207000
0,0,0,0,1,-117.18,32.8,10,3821,631.0,1605,609,5.5454,217100
0,0,0,0,1,-117.18,32.8,30,2456,390.0,1022,393,3.8542,198500
0,0,0,0,1,-117.18,32.79,30,5201,1104.0,2961,1064,3.2661,140400
0,0,0,0,1,-117.17,32.79,44,2262,647.0,3009,657,2.2663,123600
0,0,0,0,1,-117.17,32.79,43,1269,297.0,946,285,2.1447,133300
0,0,0,0,1,-117.16,32.8,25,1399,329.0,1308,355,2.5682,187500
0,0,0,0,1,-117.17,32.8,20,2827,554.0,1822,536,3.4706,157600
0,0,0,0,1,-117.15,32.8,27,1937,537.0,1211,482,2.75,87500
0,0,0,0,1,-117.15,32.8,23,2395,476.0,2284,488,3.7292,146300
0,0,0,0,1,-117.16,32.78,24,3566,765.0,1697,722,3.6375,178600
0,0,0,0,1,-117.16,32.79,32,1731,413.0,1569,427,3.3375,154300
0,0,0,0,1,-117.17,32.78,17,3845,1051.0,3102,944,2.3658,164100
